Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,Suspected,ConfnSusp,Notes
Gansu,Mainland China,2/4/20 15:43,57.0,0.0,4.0,,,,,
Jilin,Mainland China,2/4/20 0:23,42.0,0.0,1.0,,,,,
Inner Mongolia,Mainland China,2/4/20 3:03,35.0,0.0,1.0,,,,,
Ningxia,Mainland China,2/4/20 2:13,34.0,0.0,1.0,,,,,
Xinjiang,Mainland China,2/4/20 1:33,29.0,0.0,0.0,,,,,
,Thailand,2/4/20 15:33,25.0,0.0,5.0,,,,,
,Singapore,2/4/20 15:33,24.0,0.0,0.0,,,,,
,Japan,2/4/20 16:43,22.0,0.0,1.0,,,,,
Hong Kong,Hong Kong,2/4/20 9:03,17.0,1.0,0.0,,,,,
,South Korea,2/4/20 15:33,16.0,0.0,0.0,,,,,
Qinghai,Mainland China,2/4/20 1:33,15.0,0.0,0.0,,,,,
,Germany,2/3/20 20:53,12.0,0.0,0.0,,,,,
Taiwan,Taiwan,2/4/20 14:53,11.0,0.0,0.0,,,,,
Macau,Macau,2/4/20 4:43,10.0,0.0,0.0,,,,,
,Malaysia,2/4/20 7:33,10.0,0.0,0.0,,,,,
,Vietnam,2/3/20 21:43,8.0,0.0,1.0,,,,,
,France,2/1/20 1:52,6.0,0.0,0.0,,,,,
,United Arab Emirates,2/2/20 5:43,5.0,0.0,0.0,,,,,
New South Wales,Australia,2/1/20 18:12,4.0,0.0,2.0,,,,,
Victoria,Australia,2/1/20 18:12,4.0,0.0,0.0,,,,,
Queensland,Australia,2/4/20 16:53,3.0,0.0,0.0,,,,,
,India,2/3/20 21:43,3.0,0.0,0.0,,,,,
South Australia,Australia,2/2/20 22:33,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2/4/20 0:13,2.0,0.0,0.0,,,,,
,Italy,1/31/20 8:15,2.0,0.0,0.0,,,,,
,Philippines,2/2/20 3:33,2.0,1.0,0.0,,,,,
,Russia,1/31/20 16:13,2.0,0.0,0.0,,,,,
,UK,2/1/20 1:52,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2/1/20 19:43,2.0,0.0,0.0,,,,,
"San Benito, CA",US,2/3/20 3:53,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2/3/20 0:43,2.0,0.0,0.0,,,,,
,Belgium,2/4/20 15:43,1.0,0.0,0.0,,,,,
,Cambodia,1/31/20 8:15,1.0,0.0,0.0,,,,,
British Columbia,Canada,2/1/20 18:12,1.0,0.0,0.0,,,,,
"London, ON",Canada,2/4/20 0:03,1.0,0.0,0.0,,,,,
,Finland,1/31/20 8:15,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2/1/20 1:52,1.0,0.0,0.0,,,,,
,Nepal,1/31/20 8:15,1.0,0.0,0.0,,,,,
,Spain,2/1/20 23:43,1.0,0.0,0.0,,,,,
,Sri Lanka,1/31/20 8:15,1.0,0.0,0.0,,,,,
,Sweden,2/1/20 2:13,1.0,0.0,0.0,,,,,
"Boston, MA",US,2/1/20 19:43,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2/1/20 19:53,1.0,0.0,0.0,,,,,
"Orange, CA",US,2/1/20 19:53,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2/1/20 19:43,1.0,0.0,0.0,,,,,
"Tempe, AZ",US,2/1/20 19:43,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-11 23:33:02,33366.0,1068.0,2639.0,,,,,
Guangdong,Mainland China,2020-02-12 01:23:06,1219.0,1.0,241.0,,,,,
Henan,Mainland China,2020-02-12 00:43:02,1135.0,8.0,231.0,,,,,
Zhejiang,Mainland China,2020-02-12 01:23:06,1131.0,0.0,279.0,,,,,
Hunan,Mainland China,2020-02-12 01:43:02,946.0,2.0,263.0,,,,,
Anhui,Mainland China,2020-02-12 01:13:08,889.0,4.0,108.0,,,,,
Jiangxi,Mainland China,2020-02-12 01:23:06,844.0,1.0,152.0,,,,,
Jiangsu,Mainland China,2020-02-12 01:23:06,543.0,0.0,94.0,,,,,
Chongqing,Mainland China,2020-02-11 23:53:02,505.0,3.0,79.0,,,,,
Shandong,Mainland China,2020-02-12 01:43:02,497.0,1.0,80.0,,,,,
Sichuan,Mainland China,2020-02-12 01:03:05,436.0,1.0,85.0,,,,,
Heilongjiang,Mainland China,2020-02-12 00:13:27,378.0,8.0,28.0,,,,,
Beijing,Mainland China,2020-02-11 03:03:07,342.0,3.0,48.0,,,,,
Shanghai,Mainland China,2020-02-12 00:13:27,306.0,1.0,53.0,,,,,
Fujian,Mainland China,2020-02-12 00:53:02,272.0,0.0,46.0,,,,,
Hebei,Mainland China,2020-02-12 00:03:12,251.0,2.0,48.0,,,,,
Guangxi,Mainland China,2020-02-12 00:33:02,222.0,1.0,31.0,,,,,
Shaanxi,Mainland China,2020-02-11 06:03:16,219.0,0.0,32.0,,,,,
Yunnan,Mainland China,2020-02-12 01:43:02,154.0,0.0,20.0,,,,,
Hainan,Mainland China,2020-02-12 00:33:02,151.0,3.0,20.0,,,,,
Diamond Princess cruise ship,Others,2020-02-10 16:03:12,135.0,0.0,0.0,,,,,
Guizhou,Mainland China,2020-02-12 01:13:08,131.0,1.0,17.0,,,,,
Shanxi,Mainland China,2020-02-11 23:33:02,124.0,0.0,30.0,,,,,
Liaoning,Mainland China,2020-02-12 00:43:02,116.0,0.0,19.0,,,,,
Tianjin,Mainland China,2020-02-11 23:13:05,106.0,2.0,10.0,,,,,
Gansu,Mainland China,2020-02-11 15:23:04,86.0,2.0,24.0,,,,,
Jilin,Mainland China,2020-02-12 01:03:05,83.0,1.0,18.0,,,,,
Xinjiang,Mainland China,2020-02-12 01:43:02,59.0,0.0,3.0,,,,,
Inner Mongolia,Mainland China,2020-02-10 02:43:05,58.0,0.0,5.0,,,,,
Ningxia,Mainland China,2020-02-11 10:03:08,53.0,0.0,22.0,,,,,
Hong Kong,Hong Kong,2020-02-11 09:43:02,49.0,1.0,0.0,,,,,
,Singapore,2020-02-11 16:43:06,47.0,0.0,9.0,,,,,
,Thailand,2020-02-11 18:43:04,33.0,0.0,10.0,,,,,
,South Korea,2020-02-12 00:03:12,28.0,0.0,4.0,,,,,
,Japan,2020-02-11 02:53:02,26.0,0.0,9.0,,,,,
Qinghai,Mainland China,2020-02-11 11:23:04,18.0,0.0,5.0,,,,,
,Malaysia,2020-02-11 03:13:13,18.0,0.0,3.0,,,,,
Taiwan,Taiwan,2020-02-09 09:13:11,18.0,0.0,1.0,,,,,
,Germany,2020-02-11 19:33:03,16.0,0.0,0.0,,,,,
,Vietnam,2020-02-11 16:43:06,15.0,0.0,6.0,,,,,
,France,2020-02-08 09:53:01,11.0,0.0,0.0,,,,,
Macau,Macau,2020-02-06 14:23:04,10.0,0.0,1.0,,,,,
,UK,2020-02-10 19:03:02,8.0,0.0,0.0,,,,,
,United Arab Emirates,2020-02-12 00:33:02,8.0,0.0,1.0,,,,,
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-06 03:13:22,4.0,0.0,2.0,,,,,
Victoria,Australia,2020-02-01 18:12:49,4.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-07 05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-03 21:43:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-07 16:43:04,3.0,1.0,0.0,,,,,
South Australia,Australia,2020-02-02 22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-01-31 16:13:45,2.0,0.0,0.0,,,,,
,Spain,2020-02-09 20:33:03,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04 15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-01-31 08:15:53,1.0,0.0,0.0,,,,,
"London, ON",Canada,2020-02-04 00:03:11,1.0,0.0,0.0,,,,,
,Finland,2020-02-12 00:03:12,1.0,0.0,1.0,,,,,
Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,,,,,
,Nepal,2020-01-31 08:15:53,1.0,0.0,0.0,,,,,
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"San Diego County, CA",US,2020-02-11 01:23:05,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-13 00:03:05,48206.0,1310.0,3441.0,,,,,
Guangdong,Mainland China,2020-02-13 02:13:06,1241.0,2.0,284.0,,,,,
Henan,Mainland China,2020-02-13 00:33:01,1169.0,10.0,258.0,,,,,
Zhejiang,Mainland China,2020-02-13 01:23:08,1145.0,0.0,327.0,,,,,
Hunan,Mainland China,2020-02-13 01:33:02,968.0,2.0,312.0,,,,,
Anhui,Mainland China,2020-02-13 01:03:06,910.0,5.0,128.0,,,,,
Jiangxi,Mainland China,2020-02-13 01:13:08,872.0,1.0,170.0,,,,,
Jiangsu,Mainland China,2020-02-13 00:53:02,570.0,0.0,131.0,,,,,
Chongqing,Mainland China,2020-02-12 23:13:08,518.0,3.0,102.0,,,,,
Shandong,Mainland China,2020-02-13 01:13:08,506.0,2.0,98.0,,,,,
Sichuan,Mainland China,2020-02-13 00:33:01,451.0,1.0,93.0,,,,,
Heilongjiang,Mainland China,2020-02-13 00:13:14,395.0,9.0,31.0,,,,,
Beijing,Mainland China,2020-02-13 02:33:12,366.0,3.0,68.0,,,,,
Shanghai,Mainland China,2020-02-13 00:13:14,313.0,1.0,57.0,,,,,
Fujian,Mainland China,2020-02-13 00:43:01,279.0,0.0,54.0,,,,,
Hebei,Mainland China,2020-02-13 01:53:02,265.0,3.0,55.0,,,,,
Shaanxi,Mainland China,2020-02-13 02:13:06,229.0,0.0,42.0,,,,,
Guangxi,Mainland China,2020-02-13 00:23:10,222.0,2.0,33.0,,,,,
Diamond Princess cruise ship,Others,2020-02-12 04:23:38,175.0,0.0,0.0,,,,,
Hainan,Mainland China,2020-02-12 17:03:03,157.0,4.0,27.0,,,,,
Yunnan,Mainland China,2020-02-13 02:53:02,155.0,0.0,23.0,,,,,
Guizhou,Mainland China,2020-02-13 01:13:08,135.0,1.0,20.0,,,,,
Shanxi,Mainland China,2020-02-12 23:03:02,126.0,0.0,33.0,,,,,
Liaoning,Mainland China,2020-02-13 02:23:04,116.0,1.0,21.0,,,,,
Tianjin,Mainland China,2020-02-13 02:43:02,113.0,2.0,11.0,,,,,
Gansu,Mainland China,2020-02-12 23:23:01,87.0,2.0,31.0,,,,,
Jilin,Mainland China,2020-02-13 00:23:10,84.0,1.0,22.0,,,,,
Ningxia,Mainland China,2020-02-13 01:23:08,64.0,0.0,24.0,,,,,
Xinjiang,Mainland China,2020-02-13 01:23:08,63.0,1.0,3.0,,,,,
Inner Mongolia,Mainland China,2020-02-13 01:23:08,61.0,0.0,6.0,,,,,
Hong Kong,Hong Kong,2020-02-12 09:53:02,50.0,1.0,1.0,,,,,
,Singapore,2020-02-12 19:53:02,50.0,0.0,15.0,,,,,
,Thailand,2020-02-11 18:43:04,33.0,0.0,10.0,,,,,
,Japan,2020-02-12 02:43:03,28.0,0.0,9.0,,,,,
,South Korea,2020-02-12 14:43:03,28.0,0.0,7.0,,,,,
Qinghai,Mainland China,2020-02-12 08:03:06,18.0,0.0,9.0,,,,,
,Malaysia,2020-02-11 03:13:13,18.0,0.0,3.0,,,,,
Taiwan,Taiwan,2020-02-09 09:13:11,18.0,0.0,1.0,,,,,
,Germany,2020-02-11 19:33:03,16.0,0.0,0.0,,,,,
,Vietnam,2020-02-11 16:43:06,15.0,0.0,6.0,,,,,
,France,2020-02-12 18:53:02,11.0,0.0,2.0,,,,,
Macau,Macau,2020-02-12 09:53:02,10.0,0.0,2.0,,,,,
,UK,2020-02-12 19:03:06,9.0,0.0,1.0,,,,,
,United Arab Emirates,2020-02-12 00:33:02,8.0,0.0,1.0,,,,,
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-06 03:13:22,4.0,0.0,2.0,,,,,
Victoria,Australia,2020-02-01 18:12:49,4.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-07 05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-03 21:43:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-12 07:43:02,3.0,1.0,1.0,,,,,
South Australia,Australia,2020-02-02 22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-02-12 14:43:03,2.0,0.0,2.0,,,,,
,Spain,2020-02-09 20:33:03,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04 15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,,,,,
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,,,,,
,Finland,2020-02-12 00:03:12,1.0,0.0,1.0,,,,,
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,,,,,
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,,,,,
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"San Diego County, CA",US,2020-02-11 01:23:05,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-10 13:33:02,29631.0,871.0,1854.0,,,,,
Guangdong,Mainland China,2020-02-10 13:43:02,1159.0,1.0,167.0,,,,,
Zhejiang,Mainland China,2020-02-10 14:13:12,1092.0,0.0,242.0,,,,,
Henan,Mainland China,2020-02-10 13:53:02,1073.0,6.0,191.0,,,,,
Hunan,Mainland China,2020-02-10 13:53:02,879.0,1.0,208.0,,,,,
Anhui,Mainland China,2020-02-10 07:23:04,830.0,3.0,88.0,,,,,
Jiangxi,Mainland China,2020-02-10 13:53:02,771.0,1.0,105.0,,,,,
Jiangsu,Mainland China,2020-02-10 14:03:05,492.0,0.0,81.0,,,,,
Chongqing,Mainland China,2020-02-10 12:43:02,473.0,2.0,66.0,,,,,
Shandong,Mainland China,2020-02-10 09:33:02,466.0,1.0,66.0,,,,,
Sichuan,Mainland China,2020-02-10 10:03:02,405.0,1.0,80.0,,,,,
Beijing,Mainland China,2020-02-10 03:13:08,337.0,2.0,44.0,,,,,
Heilongjiang,Mainland China,2020-02-10 07:33:05,331.0,7.0,30.0,,,,,
Shanghai,Mainland China,2020-02-10 06:03:13,299.0,1.0,48.0,,,,,
Fujian,Mainland China,2020-02-10 14:03:05,261.0,0.0,39.0,,,,,
Hebei,Mainland China,2020-02-10 10:03:02,218.0,2.0,41.0,,,,,
Shaanxi,Mainland China,2020-02-10 13:23:06,213.0,0.0,30.0,,,,,
Guangxi,Mainland China,2020-02-10 14:03:05,210.0,1.0,24.0,,,,,
Yunnan,Mainland China,2020-02-10 09:43:02,149.0,0.0,19.0,,,,,
Hainan,Mainland China,2020-02-10 09:33:02,138.0,3.0,19.0,,,,,
Shanxi,Mainland China,2020-02-09 23:43:02,119.0,0.0,25.0,,,,,
Guizhou,Mainland China,2020-02-10 12:33:02,109.0,1.0,10.0,,,,,
Liaoning,Mainland China,2020-02-10 14:03:05,108.0,0.0,13.0,,,,,
Tianjin,Mainland China,2020-02-10 14:23:08,95.0,1.0,8.0,,,,,
Gansu,Mainland China,2020-02-10 07:23:04,83.0,2.0,17.0,,,,,
Jilin,Mainland China,2020-02-10 14:03:05,80.0,1.0,13.0,,,,,
Diamond Princess cruise ship,Others,2020-02-09 06:13:11,64.0,0.0,0.0,,,,,
Inner Mongolia,Mainland China,2020-02-10 02:43:05,58.0,0.0,5.0,,,,,
Ningxia,Mainland China,2020-02-10 01:43:02,49.0,0.0,13.0,,,,,
Xinjiang,Mainland China,2020-02-10 01:13:06,49.0,0.0,0.0,,,,,
,Singapore,2020-02-10 03:03:08,43.0,0.0,2.0,,,,,
Hong Kong,Hong Kong,2020-02-10 10:13:06,38.0,1.0,0.0,,,,,
,Thailand,2020-02-08 12:53:01,32.0,0.0,10.0,,,,,
,South Korea,2020-02-10 03:03:09,27.0,0.0,3.0,,,,,
,Japan,2020-02-10 08:53:01,26.0,0.0,4.0,,,,,
Qinghai,Mainland China,2020-02-06 02:13:15,18.0,0.0,3.0,,,,,
,Malaysia,2020-02-10 03:03:09,18.0,0.0,1.0,,,,,
Taiwan,Taiwan,2020-02-09 09:13:11,18.0,0.0,1.0,,,,,
,Germany,2020-02-09 06:13:11,14.0,0.0,0.0,,,,,
,Vietnam,2020-02-10 03:03:09,14.0,0.0,1.0,,,,,
,France,2020-02-08 09:53:01,11.0,0.0,0.0,,,,,
Macau,Macau,2020-02-06 14:23:04,10.0,0.0,1.0,,,,,
,United Arab Emirates,2020-02-08 07:03:16,7.0,0.0,0.0,,,,,
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-06 03:13:22,4.0,0.0,2.0,,,,,
Victoria,Australia,2020-02-01 18:12:49,4.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-07 05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-03 21:43:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-07 16:43:04,3.0,1.0,0.0,,,,,
,UK,2020-02-07 18:33:02,3.0,0.0,0.0,,,,,
South Australia,Australia,2020-02-02 22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-01-31 16:13:45,2.0,0.0,0.0,,,,,
,Spain,2020-02-09 20:33:03,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04 15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-01-31 08:15:53,1.0,0.0,0.0,,,,,
"London, ON",Canada,2020-02-04 00:03:11,1.0,0.0,0.0,,,,,
,Finland,2020-01-31 08:15:53,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,,,,,
,Nepal,2020-01-31 08:15:53,1.0,0.0,0.0,,,,,
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-14 00:13:23,51986.0,1426.0,4131.0,,,,,
Guangdong,Mainland China,2020-02-14 01:23:02,1261.0,2.0,332.0,,,,,
Henan,Mainland China,2020-02-14 01:13:05,1184.0,11.0,313.0,,,,,
Zhejiang,Mainland China,2020-02-14 01:13:05,1155.0,0.0,367.0,,,,,
Hunan,Mainland China,2020-02-14 01:23:02,988.0,2.0,352.0,,,,,
Anhui,Mainland China,2020-02-14 01:33:02,934.0,6.0,166.0,,,,,
Jiangxi,Mainland China,2020-02-14 01:13:06,900.0,1.0,187.0,,,,,
Jiangsu,Mainland China,2020-02-14 01:03:10,593.0,0.0,137.0,,,,,
Chongqing,Mainland China,2020-02-13 23:23:05,529.0,4.0,128.0,,,,,
Shandong,Mainland China,2020-02-14 00:43:02,519.0,2.0,111.0,,,,,
Sichuan,Mainland China,2020-02-14 00:43:02,463.0,1.0,105.0,,,,,
Heilongjiang,Mainland China,2020-02-14 00:23:04,418.0,11.0,37.0,,,,,
Beijing,Mainland China,2020-02-13 14:13:06,366.0,3.0,69.0,,,,,
Shanghai,Mainland China,2020-02-14 00:03:08,318.0,1.0,62.0,,,,,
Hebei,Mainland China,2020-02-14 00:03:08,283.0,3.0,69.0,,,,,
Fujian,Mainland China,2020-02-14 00:43:02,281.0,0.0,59.0,,,,,
Shaanxi,Mainland China,2020-02-13 10:33:23,229.0,0.0,46.0,,,,,
Guangxi,Mainland China,2020-02-14 00:23:04,226.0,2.0,35.0,,,,,
Diamond Princess cruise ship,Others,2020-02-14 00:13:23,218.0,0.0,0.0,,,,,
Hainan,Mainland China,2020-02-14 00:53:02,158.0,4.0,30.0,,,,,
Yunnan,Mainland China,2020-02-13 08:43:08,156.0,0.0,27.0,,,,,
Guizhou,Mainland China,2020-02-14 01:53:02,140.0,1.0,28.0,,,,,
Shanxi,Mainland China,2020-02-13 23:23:05,126.0,0.0,36.0,,,,,
Tianjin,Mainland China,2020-02-13 23:43:02,119.0,3.0,21.0,,,,,
Liaoning,Mainland China,2020-02-13 14:33:02,117.0,1.0,22.0,,,,,
Gansu,Mainland China,2020-02-13 15:53:03,90.0,2.0,39.0,,,,,
Jilin,Mainland China,2020-02-14 00:43:02,86.0,1.0,25.0,,,,,
Ningxia,Mainland China,2020-02-14 01:43:02,67.0,0.0,24.0,,,,,
Inner Mongolia,Mainland China,2020-02-14 02:03:08,65.0,0.0,6.0,,,,,
Xinjiang,Mainland China,2020-02-14 01:13:06,65.0,1.0,6.0,,,,,
,Singapore,2020-02-13 14:33:02,58.0,0.0,15.0,,,,,
Hong Kong,Hong Kong,2020-02-13 14:53:02,53.0,1.0,1.0,,,,,
,Thailand,2020-02-13 17:53:03,33.0,0.0,12.0,,,,,
,Japan,2020-02-13 12:23:05,28.0,1.0,9.0,,,,,
,South Korea,2020-02-12 14:43:03,28.0,0.0,7.0,,,,,
,Malaysia,2020-02-13 10:53:02,19.0,0.0,3.0,,,,,
Qinghai,Mainland China,2020-02-13 08:43:08,18.0,0.0,11.0,,,,,
Taiwan,Taiwan,2020-02-09 09:13:11,18.0,0.0,1.0,,,,,
,Germany,2020-02-13 15:13:11,16.0,0.0,1.0,,,,,
,Vietnam,2020-02-13 06:33:02,16.0,0.0,7.0,,,,,
,France,2020-02-12 18:53:02,11.0,0.0,2.0,,,,,
Macau,Macau,2020-02-13 14:13:06,10.0,0.0,3.0,,,,,
,UK,2020-02-12 19:03:06,9.0,0.0,1.0,,,,,
,United Arab Emirates,2020-02-12 00:33:02,8.0,0.0,1.0,,,,,
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,,,,,
Victoria,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,,,,,
British Columbia,Canada,2020-02-07 05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-13 18:53:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-12 07:43:02,3.0,1.0,1.0,,,,,
South Australia,Australia,2020-02-02 22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-02-12 14:43:03,2.0,0.0,2.0,,,,,
,Spain,2020-02-09 20:33:03,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,,,
"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04 15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,,,,,
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,,,,,
,Finland,2020-02-12 00:03:12,1.0,0.0,1.0,,,,,
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,,,,,
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,,,,,
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,,,
"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,1/30/20 21:30,5806.0,204.0,116.0,,,,,
Zhejiang,Mainland China,1/30/20 21:30,537.0,,9.0,,,,,
Guangdong,Mainland China,1/30/20 21:30,393.0,,11.0,,,,,
Henan,Mainland China,1/30/20 21:30,352.0,2.0,3.0,,,,,
Hunan,Mainland China,1/30/20 21:30,332.0,,2.0,,,,,
Jiangxi,Mainland China,1/30/20 21:30,240.0,,7.0,,,,,
Anhui,Mainland China,1/30/20 21:30,237.0,,3.0,,,,,
Chongqing,Mainland China,1/30/20 21:30,206.0,,1.0,,,,,
Shandong,Mainland China,1/30/20 21:30,178.0,,2.0,,,,,
Sichuan,Mainland China,1/30/20 21:30,177.0,1.0,1.0,,,,,
Jiangsu,Mainland China,1/30/20 21:30,168.0,,2.0,,,,,
Shanghai,Mainland China,1/30/20 21:30,128.0,1.0,9.0,,,,,
Beijing,Mainland China,1/30/20 21:30,121.0,1.0,5.0,,,,,
Fujian,Mainland China,1/30/20 21:30,101.0,,,,,,,
Guangxi,Mainland China,1/30/20 21:30,87.0,,2.0,,,,,
Hebei,Mainland China,1/30/20 21:30,82.0,1.0,,,,,,
Yunnan,Mainland China,1/30/20 21:30,76.0,,,,,,,
